Producing root output for Run00820...
Error in <TGClient::TGClient>: can't open display "localhost:11.0", switching to batch mode...
 In case you run from a remote ssh session, reconnect with ssh -Y
Event start:
  event id:       0x8000
Processed 214500 events.  Analysis rate = 41044.163520 events/seconds. 
Processed 215000 events.  Analysis rate = 26964.353125 events/seconds. 
Processed 215500 events.  Analysis rate = 114863.312658 events/seconds. 
Processed 216000 events.  Analysis rate = 29351.335486 events/seconds. 
Processed 216500 events.  Analysis rate = 33280.085197 events/seconds. 
Processed 217000 events.  Analysis rate = 111806.797853 events/seconds. 
Processed 217500 events.  Analysis rate = 23310.023310 events/seconds. 
Processed 218000 events.  Analysis rate = 54620.930741 events/seconds. 
Processed 218500 events.  Analysis rate = 48295.180141 events/seconds. 
Processed 219000 events.  Analysis rate = 24404.529481 events/seconds. 
Processed 219500 events.  Analysis rate = 88762.648677 events/seconds. 
Processed 220000 events.  Analysis rate = 32603.025561 events/seconds. 
Processed 220500 events.  Analysis rate = 29792.051481 events/seconds. 
Processed 221000 events.  Analysis rate = 109098.843552 events/seconds. 
Processed 221500 events.  Analysis rate = 26975.991368 events/seconds. 
Processed 222000 events.  Analysis rate = 41746.681139 events/seconds. 
Processed 222500 events.  Analysis rate = 50145.421723 events/seconds. 
Processed 223000 events.  Analysis rate = 26278.446418 events/seconds. 
Processed 223500 events.  Analysis rate = 82699.305326 events/seconds. 
Processed 224000 events.  Analysis rate = 32622.170027 events/seconds. 
Processed 224500 events.  Analysis rate = 29714.149878 events/seconds. 
Processed 225000 events.  Analysis rate = 125344.697919 events/seconds. 
Processed 225500 events.  Analysis rate = 24354.603020 events/seconds. 
Processed 226000 events.  Analysis rate = 41750.167001 events/seconds. 
Processed 226500 events.  Analysis rate = 43805.852462 events/seconds. 
Processed 227000 events.  Analysis rate = 22245.951237 events/seconds. 
Processed 227500 events.  Analysis rate = 86177.180283 events/seconds. 
Processed 228000 events.  Analysis rate = 20610.907292 events/seconds. 
Processed 228500 events.  Analysis rate = 64892.926671 events/seconds. 
Processed 229000 events.  Analysis rate = 40849.673203 events/seconds. 
Processed 229500 events.  Analysis rate = 25181.305399 events/seconds. 
Processed 230000 events.  Analysis rate = 124409.056979 events/seconds. 
Processed 230500 events.  Analysis rate = 29577.048211 events/seconds. 
Processed 231000 events.  Analysis rate = 32961.961896 events/seconds. 
Processed 231500 events.  Analysis rate = 87032.201915 events/seconds. 
Processed 232000 events.  Analysis rate = 26283.972034 events/seconds. 
Processed 232500 events.  Analysis rate = 48904.538341 events/seconds. 
Processed 233000 events.  Analysis rate = 42749.658003 events/seconds. 
Processed 233500 events.  Analysis rate = 26945.462384 events/seconds. 
Processed 234000 events.  Analysis rate = 103605.470369 events/seconds. 
Processed 234500 events.  Analysis rate = 29825.817227 events/seconds. 
Processed 235000 events.  Analysis rate = 31859.309290 events/seconds. 
Processed 235500 events.  Analysis rate = 121359.223301 events/seconds. 
Processed 236000 events.  Analysis rate = 23288.309269 events/seconds. 
Processed 236500 events.  Analysis rate = 52213.868003 events/seconds. 
Processed 237000 events.  Analysis rate = 50586.806961 events/seconds. 
Processed 237500 events.  Analysis rate = 24467.824810 events/seconds. 
Processed 238000 events.  Analysis rate = 87153.564581 events/seconds. 
Processed 238500 events.  Analysis rate = 33907.500339 events/seconds. 
Processed 239000 events.  Analysis rate = 28750.503134 events/seconds. 
Processed 239500 events.  Analysis rate = 124750.499002 events/seconds. 
Processed 240000 events.  Analysis rate = 26916.451335 events/seconds. 
Processed 240500 events.  Analysis rate = 39862.871721 events/seconds. 
Processed 241000 events.  Analysis rate = 50653.429237 events/seconds. 
Processed 241500 events.  Analysis rate = 26939.655172 events/seconds. 
Processed 242000 events.  Analysis rate = 75426.157792 events/seconds. 
Processed 242500 events.  Analysis rate = 33896.007050 events/seconds. 
Processed 243000 events.  Analysis rate = 28823.427682 events/seconds. 
Processed 243500 events.  Analysis rate = 113352.981183 events/seconds. 
Processed 244000 events.  Analysis rate = 27356.787219 events/seconds. 
Processed 244500 events.  Analysis rate = 36281.837312 events/seconds. 
Processed 245000 events.  Analysis rate = 70402.703464 events/seconds. 
Processed 245500 events.  Analysis rate = 26939.655172 events/seconds. 
Processed 246000 events.  Analysis rate = 52949.274595 events/seconds. 
Processed 246500 events.  Analysis rate = 38349.440098 events/seconds. 
Processed 247000 events.  Analysis rate = 26259.125046 events/seconds. 
Processed 247500 events.  Analysis rate = 161342.368506 events/seconds. 
Processed 248000 events.  Analysis rate = 28037.907251 events/seconds. 
Processed 248500 events.  Analysis rate = 34809.245336 events/seconds. 
Processed 249000 events.  Analysis rate = 80489.375402 events/seconds. 
Processed 249500 events.  Analysis rate = 24453.465056 events/seconds. 
Processed 250000 events.  Analysis rate = 52714.812862 events/seconds. 
Processed 250500 events.  Analysis rate = 50015.004501 events/seconds. 
Processed 251000 events.  Analysis rate = 23251.488095 events/seconds. 
Processed 251500 events.  Analysis rate = 125533.517449 events/seconds. 
Processed 252000 events.  Analysis rate = 31244.141723 events/seconds. 
Processed 252500 events.  Analysis rate = 30971.258672 events/seconds. 
Processed 253000 events.  Analysis rate = 94446.543257 events/seconds. 
Processed 253500 events.  Analysis rate = 25503.698036 events/seconds. 
Processed 254000 events.  Analysis rate = 49159.374693 events/seconds. 
Processed 254500 events.  Analysis rate = 46464.083264 events/seconds. 
Processed 255000 events.  Analysis rate = 26237.078239 events/seconds. 
Processed 255500 events.  Analysis rate = 78851.916102 events/seconds. 
Processed 256000 events.  Analysis rate = 32055.391717 events/seconds. 
Processed 256500 events.  Analysis rate = 30198.707495 events/seconds. 
Processed 257000 events.  Analysis rate = 145985.401460 events/seconds. 
Processed 257500 events.  Analysis rate = 25028.783101 events/seconds. 
Processed 258000 events.  Analysis rate = 42756.969386 events/seconds. 
Processed 258500 events.  Analysis rate = 60452.182324 events/seconds. 
Processed 259000 events.  Analysis rate = 23328.512107 events/seconds. 
Processed 259500 events.  Analysis rate = 86221.762373 events/seconds. 
Processed 260000 events.  Analysis rate = 34528.002210 events/seconds. 
Processed 260500 events.  Analysis rate = 27634.996960 events/seconds. 
Processed 261000 events.  Analysis rate = 163345.311990 events/seconds. 
Processed 261500 events.  Analysis rate = 24925.224327 events/seconds. 
Processed 262000 events.  Analysis rate = 38452.664770 events/seconds. 
Processed 262500 events.  Analysis rate = 63163.213744 events/seconds. 
Processed 263000 events.  Analysis rate = 26250.853153 events/seconds. 
Processed 263500 events.  Analysis rate = 61927.173644 events/seconds. 
Processed 264000 events.  Analysis rate = 36033.439031 events/seconds. 
Processed 264500 events.  Analysis rate = 27356.787219 events/seconds. 
Processed 265000 events.  Analysis rate = 168747.890651 events/seconds. 
Processed 265500 events.  Analysis rate = 26678.049301 events/seconds. 
Processed 266000 events.  Analysis rate = 36990.456462 events/seconds. 
Processed 266500 events.  Analysis rate = 66595.631327 events/seconds. 
Processed 267000 events.  Analysis rate = 25001.250063 events/seconds. 
Processed 267500 events.  Analysis rate = 65368.021964 events/seconds. 
Processed 268000 events.  Analysis rate = 41084.634347 events/seconds. 
Processed 268500 events.  Analysis rate = 24560.369388 events/seconds. 
Processed 269000 events.  Analysis rate = 125881.168177 events/seconds. 
Processed 269500 events.  Analysis rate = 29592.803030 events/seconds. 
Processed 270000 events.  Analysis rate = 32620.041754 events/seconds. 
Processed 270500 events.  Analysis rate = 80788.495718 events/seconds. 
Processed 271000 events.  Analysis rate = 26917.900404 events/seconds. 
Processed 271500 events.  Analysis rate = 48132.460531 events/seconds. 
Processed 272000 events.  Analysis rate = 41480.006637 events/seconds. 
Processed 272500 events.  Analysis rate = 26913.553666 events/seconds. 
Processed 273000 events.  Analysis rate = 110156.422119 events/seconds. 
Processed 273500 events.  Analysis rate = 29563.058003 events/seconds. 
Processed 274000 events.  Analysis rate = 32829.940906 events/seconds. 
Processed 274500 events.  Analysis rate = 94357.425929 events/seconds. 
Processed 275000 events.  Analysis rate = 24418.831803 events/seconds. 
Processed 275500 events.  Analysis rate = 48337.200309 events/seconds. 
Processed 276000 events.  Analysis rate = 54442.508711 events/seconds. 
Processed 276500 events.  Analysis rate = 23212.627669 events/seconds. 
Processed 277000 events.  Analysis rate = 105042.016807 events/seconds. 
Processed 277500 events.  Analysis rate = 32903.395630 events/seconds. 
Processed 278000 events.  Analysis rate = 29391.018105 events/seconds. 
Processed 278500 events.  Analysis rate = 125944.584383 events/seconds. 
Processed 279000 events.  Analysis rate = 24894.199651 events/seconds. 
Processed 279500 events.  Analysis rate = 44955.943176 events/seconds. 
Processed 280000 events.  Analysis rate = 50937.245314 events/seconds. 
Processed 280500 events.  Analysis rate = 26243.963888 events/seconds. 
Processed 281000 events.  Analysis rate = 68662.455369 events/seconds. 
Processed 281500 events.  Analysis rate = 34057.625502 events/seconds. 
Processed 282000 events.  Analysis rate = 28640.164967 events/seconds. 
Processed 282500 events.  Analysis rate = 168918.918919 events/seconds. 
Processed 283000 events.  Analysis rate = 25524.529072 events/seconds. 
Processed 283500 events.  Analysis rate = 39679.390525 events/seconds. 
Processed 284000 events.  Analysis rate = 67796.610169 events/seconds. 
Processed 284500 events.  Analysis rate = 23743.945294 events/seconds. 
Processed 285000 events.  Analysis rate = 71808.128680 events/seconds. 
Processed 285500 events.  Analysis rate = 37293.950921 events/seconds. 
Processed 286000 events.  Analysis rate = 26801.029160 events/seconds. 
Processed 286500 events.  Analysis rate = 169606.512890 events/seconds. 
Processed 287000 events.  Analysis rate = 25855.827904 events/seconds. 
Processed 287500 events.  Analysis rate = 36155.904259 events/seconds. 
Processed 288000 events.  Analysis rate = 88090.204369 events/seconds. 
Processed 288500 events.  Analysis rate = 25062.656642 events/seconds. 
Processed 289000 events.  Analysis rate = 53061.657646 events/seconds. 
Processed 289500 events.  Analysis rate = 43260.079599 events/seconds. 
Processed 290000 events.  Analysis rate = 24466.627520 events/seconds. 
Processed 290500 events.  Analysis rate = 157977.883096 events/seconds. 
Processed 291000 events.  Analysis rate = 30641.009928 events/seconds. 
Processed 291500 events.  Analysis rate = 31667.616695 events/seconds. 
Processed 292000 events.  Analysis rate = 75688.767787 events/seconds. 
Processed 292500 events.  Analysis rate = 26981.814257 events/seconds. 
Processed 293000 events.  Analysis rate = 50342.327829 events/seconds. 
Processed 293500 events.  Analysis rate = 43763.676149 events/seconds. 
Processed 294000 events.  Analysis rate = 26994.924954 events/seconds. 
Processed 294500 events.  Analysis rate = 82576.383154 events/seconds. 
Processed 295000 events.  Analysis rate = 37034.293756 events/seconds. 
Processed 295500 events.  Analysis rate = 209907.640638 events/seconds. 
Processed 296000 events.  Analysis rate = 346260.387812 events/seconds. 
Processed 296500 events.  Analysis rate = 347705.146036 events/seconds. 
Processed 297000 events.  Analysis rate = 35014.005602 events/seconds. 
Processed 297500 events.  Analysis rate = 43007.053157 events/seconds. 
Processed 298000 events.  Analysis rate = 60284.543043 events/seconds. 
Processed 298500 events.  Analysis rate = 25033.795624 events/seconds. 
Processed 299000 events.  Analysis rate = 73551.044425 events/seconds. 
Processed 299500 events.  Analysis rate = 36515.007668 events/seconds. 
Processed 300000 events.  Analysis rate = 27125.264471 events/seconds. 
Processed 300500 events.  Analysis rate = 168350.168350 events/seconds. 
Processed 301000 events.  Analysis rate = 26277.065377 events/seconds. 
Processed 301500 events.  Analysis rate = 38115.566397 events/seconds. 
Processed 302000 events.  Analysis rate = 56734.369681 events/seconds. 
Processed 302500 events.  Analysis rate = 26304.713805 events/seconds. 
Processed 303000 events.  Analysis rate = 70175.438596 events/seconds. 
Processed 303500 events.  Analysis rate = 36445.805088 events/seconds. 
Processed 304000 events.  Analysis rate = 27243.502425 events/seconds. 
Processed 304500 events.  Analysis rate = 125944.584383 events/seconds. 
Processed 305000 events.  Analysis rate = 26907.760198 events/seconds. 
Processed 305500 events.  Analysis rate = 37097.492210 events/seconds. 
Processed 306000 events.  Analysis rate = 83291.687490 events/seconds. 
Processed 306500 events.  Analysis rate = 24490.595611 events/seconds. 
Processed 307000 events.  Analysis rate = 57425.060296 events/seconds. 
Processed 307500 events.  Analysis rate = 40829.658664 events/seconds. 
Processed 308000 events.  Analysis rate = 25206.694898 events/seconds. 
Processed 308500 events.  Analysis rate = 169952.413324 events/seconds. 
Processed 309000 events.  Analysis rate = 30069.761847 events/seconds. 
Processed 309500 events.  Analysis rate = 32337.343164 events/seconds. 
Processed 310000 events.  Analysis rate = 72379.849450 events/seconds. 
Processed 310500 events.  Analysis rate = 26939.655172 events/seconds. 
Processed 311000 events.  Analysis rate = 47116.471919 events/seconds. 
Processed 311500 events.  Analysis rate = 46533.271289 events/seconds. 
Processed 312000 events.  Analysis rate = 25584.608300 events/seconds. 
Processed 312500 events.  Analysis rate = 104427.736007 events/seconds. 
Processed 313000 events.  Analysis rate = 30142.271522 events/seconds. 
Processed 313500 events.  Analysis rate = 32243.502934 events/seconds. 
Processed 314000 events.  Analysis rate = 126008.064516 events/seconds. 
Processed 314500 events.  Analysis rate = 23333.955572 events/seconds. 
Processed 315000 events.  Analysis rate = 52170.283806 events/seconds. 
Processed 315500 events.  Analysis rate = 50545.895673 events/seconds. 
Processed 316000 events.  Analysis rate = 24449.877751 events/seconds. 
Processed 316500 events.  Analysis rate = 105663.567202 events/seconds. 
Processed 317000 events.  Analysis rate = 33907.500339 events/seconds. 
Processed 317500 events.  Analysis rate = 27308.973729 events/seconds. 
Processed 318000 events.  Analysis rate = 123395.853899 events/seconds. 
Processed 318500 events.  Analysis rate = 26967.261744 events/seconds. 
Processed 319000 events.  Analysis rate = 40138.074978 events/seconds. 
Processed 319500 events.  Analysis rate = 56123.021663 events/seconds. 
Processed 320000 events.  Analysis rate = 25596.396027 events/seconds. 
Processed 320500 events.  Analysis rate = 75505.889459 events/seconds. 
Processed 321000 events.  Analysis rate = 33870.749221 events/seconds. 
Processed 321500 events.  Analysis rate = 28776.978417 events/seconds. 
Processed 322000 events.  Analysis rate = 169147.496617 events/seconds. 
Processed 322500 events.  Analysis rate = 24256.537137 events/seconds. 
Processed 323000 events.  Analysis rate = 43421.623969 events/seconds. 
Processed 323500 events.  Analysis rate = 62774.639046 events/seconds. 
Processed 324000 events.  Analysis rate = 25021.268078 events/seconds. 
Processed 324500 events.  Analysis rate = 61988.594099 events/seconds. 
Processed 325000 events.  Analysis rate = 41960.389392 events/seconds. 
Processed 325500 events.  Analysis rate = 24695.016546 events/seconds. 
Processed 326000 events.  Analysis rate = 169033.130494 events/seconds. 
Processed 326500 events.  Analysis rate = 28148.398356 events/seconds. 
Processed 327000 events.  Analysis rate = 34690.904045 events/seconds. 
Processed 327500 events.  Analysis rate = 76640.098099 events/seconds. 
Processed 328000 events.  Analysis rate = 24943.876278 events/seconds. 
Processed 328500 events.  Analysis rate = 58568.583812 events/seconds. 
Processed 329000 events.  Analysis rate = 40381.198514 events/seconds. 
Processed 329500 events.  Analysis rate = 26285.353801 events/seconds. 
Processed 330000 events.  Analysis rate = 107735.401853 events/seconds. 
Processed 330500 events.  Analysis rate = 28928.488776 events/seconds. 
Processed 331000 events.  Analysis rate = 33665.499596 events/seconds. 
Processed 331500 events.  Analysis rate = 97656.250000 events/seconds. 
Processed 332000 events.  Analysis rate = 26941.106741 events/seconds. 
Processed 332500 events.  Analysis rate = 43725.404460 events/seconds. 
Processed 333000 events.  Analysis rate = 45566.390231 events/seconds. 
Processed 333500 events.  Analysis rate = 26961.445133 events/seconds. 
Processed 334000 events.  Analysis rate = 89397.461112 events/seconds. 
Processed 334500 events.  Analysis rate = 31639.562108 events/seconds. 
Processed 335000 events.  Analysis rate = 30629.747611 events/seconds. 
Processed 335500 events.  Analysis rate = 157480.314961 events/seconds. 
Processed 336000 events.  Analysis rate = 24380.729471 events/seconds. 
Processed 336500 events.  Analysis rate = 44416.807320 events/seconds. 
Processed 337000 events.  Analysis rate = 45224.312590 events/seconds. 
Processed 337500 events.  Analysis rate = 26986.183074 events/seconds. 
Processed 338000 events.  Analysis rate = 66764.588062 events/seconds. 
Processed 338500 events.  Analysis rate = 37108.505269 events/seconds. 
Processed 339000 events.  Analysis rate = 26796.720081 events/seconds. 
Processed 339500 events.  Analysis rate = 168976.005407 events/seconds. 
Processed 340000 events.  Analysis rate = 27271.735573 events/seconds. 
Processed 340500 events.  Analysis rate = 36297.640653 events/seconds. 
Processed 341000 events.  Analysis rate = 61576.354680 events/seconds. 
Processed 341500 events.  Analysis rate = 26267.402154 events/seconds. 
Processed 342000 events.  Analysis rate = 63403.499873 events/seconds. 
Processed 342500 events.  Analysis rate = 38375.930616 events/seconds. 
Processed 343000 events.  Analysis rate = 26268.782179 events/seconds. 
Processed 343500 events.  Analysis rate = 121153.380179 events/seconds. 
Processed 344000 events.  Analysis rate = 28058.361392 events/seconds. 
Processed 344500 events.  Analysis rate = 34809.245336 events/seconds. 
Processed 345000 events.  Analysis rate = 88778.409091 events/seconds. 
Processed 345500 events.  Analysis rate = 25000.000000 events/seconds. 
Processed 346000 events.  Analysis rate = 53282.182438 events/seconds. 
Processed 346500 events.  Analysis rate = 43055.196762 events/seconds. 
Processed 347000 events.  Analysis rate = 25023.772584 events/seconds. 
Processed 347500 events.  Analysis rate = 141482.739106 events/seconds. 
Processed 348000 events.  Analysis rate = 31265.632816 events/seconds. 
Processed 348500 events.  Analysis rate = 30860.387606 events/seconds. 
Processed 349000 events.  Analysis rate = 80205.325634 events/seconds. 
Processed 349500 events.  Analysis rate = 26167.050450 events/seconds. 
Processed 350000 events.  Analysis rate = 45741.469216 events/seconds. 
Processed 350500 events.  Analysis rate = 49850.448654 events/seconds. 
Processed 351000 events.  Analysis rate = 24950.099800 events/seconds. 
Processed 351500 events.  Analysis rate = 98911.968348 events/seconds. 
Processed 352000 events.  Analysis rate = 31486.146096 events/seconds. 
Processed 352500 events.  Analysis rate = 30641.009928 events/seconds. 
Processed 353000 events.  Analysis rate = 135354.629128 events/seconds. 
Processed 353500 events.  Analysis rate = 23786.869648 events/seconds. 
Processed 354000 events.  Analysis rate = 48095.421316 events/seconds. 
Processed 354500 events.  Analysis rate = 54489.973845 events/seconds. 
Processed 355000 events.  Analysis rate = 24368.846866 events/seconds. 
Processed 355500 events.  Analysis rate = 75585.789872 events/seconds. 
Processed 356000 events.  Analysis rate = 38577.270272 events/seconds. 
Processed 356500 events.  Analysis rate = 26047.093144 events/seconds. 
Processed 357000 events.  Analysis rate = 152253.349574 events/seconds. 
Processed 357500 events.  Analysis rate = 26897.627629 events/seconds. 
Processed 358000 events.  Analysis rate = 37591.158560 events/seconds. 
Processed 358500 events.  Analysis rate = 61500.615006 events/seconds. 
Processed 359000 events.  Analysis rate = 25525.832142 events/seconds. 
Processed 359500 events.  Analysis rate = 67267.590475 events/seconds. 
Processed 360000 events.  Analysis rate = 35622.684526 events/seconds. 
Processed 360500 events.  Analysis rate = 27460.456942 events/seconds. 
Processed 361000 events.  Analysis rate = 168236.877524 events/seconds. 
Processed 361500 events.  Analysis rate = 25183.842047 events/seconds. 
Processed 362000 events.  Analysis rate = 40508.790408 events/seconds. 
Processed 362500 events.  Analysis rate = 69434.800722 events/seconds. 
Processed 363000 events.  Analysis rate = 24397.384600 events/seconds. 
Processed 363500 events.  Analysis rate = 58837.373500 events/seconds. 
Processed 364000 events.  Analysis rate = 41497.219686 events/seconds. 
Processed 364500 events.  Analysis rate = 24772.096710 events/seconds. 
Processed 365000 events.  Analysis rate = 171526.586621 events/seconds. 
Processed 365500 events.  Analysis rate = 29453.345900 events/seconds. 
Processed 366000 events.  Analysis rate = 32737.510640 events/seconds. 
Processed 366500 events.  Analysis rate = 69618.490671 events/seconds. 
Processed 367000 events.  Analysis rate = 26900.521870 events/seconds. 
Processed 367500 events.  Analysis rate = 53763.440860 events/seconds. 
Processed 368000 events.  Analysis rate = 42746.003249 events/seconds. 
Processed 368500 events.  Analysis rate = 26204.077354 events/seconds. 
Processed 369000 events.  Analysis rate = 91945.568224 events/seconds. 
Processed 369500 events.  Analysis rate = 30196.883682 events/seconds. 
Processed 370000 events.  Analysis rate = 31814.711122 events/seconds. 
Processed 370500 events.  Analysis rate = 115260.488704 events/seconds. 
Processed 371000 events.  Analysis rate = 24938.899696 events/seconds. 
Processed 371500 events.  Analysis rate = 46214.992143 events/seconds. 
Processed 372000 events.  Analysis rate = 48828.125000 events/seconds. 
Processed 372500 events.  Analysis rate = 24948.854848 events/seconds. 
Processed 373000 events.  Analysis rate = 100826.779593 events/seconds. 
Processed 373500 events.  Analysis rate = 33191.715348 events/seconds. 
Processed 374000 events.  Analysis rate = 29110.386586 events/seconds. 
Processed 374500 events.  Analysis rate = 104014.978157 events/seconds. 
Processed 375000 events.  Analysis rate = 26195.840101 events/seconds. 
Processed 375500 events.  Analysis rate = 40776.382319 events/seconds. 
Processed 376000 events.  Analysis rate = 57385.515896 events/seconds. 
Processed 376500 events.  Analysis rate = 26098.757699 events/seconds. 
Processed 377000 events.  Analysis rate = 65180.550124 events/seconds. 
Processed 377500 events.  Analysis rate = 33953.551541 events/seconds. 
Processed 378000 events.  Analysis rate = 28881.700555 events/seconds. 
Processed 378500 events.  Analysis rate = 168236.877524 events/seconds. 
Processed 379000 events.  Analysis rate = 25338.265849 events/seconds. 
Processed 379500 events.  Analysis rate = 40170.322166 events/seconds. 
Processed 380000 events.  Analysis rate = 61873.530504 events/seconds. 
Processed 380500 events.  Analysis rate = 24403.338377 events/seconds. 
Processed 381000 events.  Analysis rate = 65910.888479 events/seconds. 
Processed 381500 events.  Analysis rate = 42023.869558 events/seconds. 
Processed 382000 events.  Analysis rate = 24922.739508 events/seconds. 
Processed 382500 events.  Analysis rate = 157927.984839 events/seconds. 
Processed 383000 events.  Analysis rate = 28116.740707 events/seconds. 
Processed 383500 events.  Analysis rate = 34848.062448 events/seconds. 
Processed 384000 events.  Analysis rate = 83028.894055 events/seconds. 
Processed 384500 events.  Analysis rate = 23682.091602 events/seconds. 
Processed 385000 events.  Analysis rate = 60299.083454 events/seconds. 
Processed 385500 events.  Analysis rate = 44674.767691 events/seconds. 
Processed 386000 events.  Analysis rate = 24453.465056 events/seconds. 
Processed 386500 events.  Analysis rate = 143472.022956 events/seconds. 
Processed 387000 events.  Analysis rate = 31164.298180 events/seconds. 
Processed 387500 events.  Analysis rate = 29173.230644 events/seconds. 
Processed 388000 events.  Analysis rate = 94661.113215 events/seconds. 
Processed 388500 events.  Analysis rate = 26909.208331 events/seconds. 
Processed 389000 events.  Analysis rate = 44911.524297 events/seconds. 
Processed 389500 events.  Analysis rate = 48671.274214 events/seconds. 
Processed 390000 events.  Analysis rate = 25536.261491 events/seconds. 
Processed 390500 events.  Analysis rate = 94948.727687 events/seconds. 
Processed 391000 events.  Analysis rate = 30538.080987 events/seconds. 
Processed 391500 events.  Analysis rate = 27428.822206 events/seconds. 
Processed 392000 events.  Analysis rate = 108624.809907 events/seconds. 
Processed 392500 events.  Analysis rate = 24387.864599 events/seconds. 
Processed 393000 events.  Analysis rate = 45122.281383 events/seconds. 
Processed 393500 events.  Analysis rate = 59185.606061 events/seconds. 
Processed 394000 events.  Analysis rate = 24399.765762 events/seconds. 
Processed 394500 events.  Analysis rate = 80334.190231 events/seconds. 
Processed 395000 events.  Analysis rate = 34952.813702 events/seconds. 
Processed 395500 events.  Analysis rate = 27898.672023 events/seconds. 
Processed 396000 events.  Analysis rate = 140924.464487 events/seconds. 
Processed 396500 events.  Analysis rate = 26841.314151 events/seconds. 
Processed 397000 events.  Analysis rate = 38358.266206 events/seconds. 
Processed 397500 events.  Analysis rate = 53163.211058 events/seconds. 
Processed 398000 events.  Analysis rate = 26779.497617 events/seconds. 
Processed 398500 events.  Analysis rate = 66693.344004 events/seconds. 
Processed 399000 events.  Analysis rate = 35914.380118 events/seconds. 
Processed 399500 events.  Analysis rate = 26072.899828 events/seconds. 
Processed 400000 events.  Analysis rate = 168634.064081 events/seconds. 
Processed 400500 events.  Analysis rate = 26427.061311 events/seconds. 
Processed 401000 events.  Analysis rate = 37659.109739 events/seconds. 
Processed 401500 events.  Analysis rate = 73887.985814 events/seconds. 
Processed 402000 events.  Analysis rate = 23772.167546 events/seconds. 
Processed 402500 events.  Analysis rate = 67704.807041 events/seconds. 
Processed 403000 events.  Analysis rate = 39513.197408 events/seconds. 
Processed 403500 events.  Analysis rate = 25403.922366 events/seconds. 
Processed 404000 events.  Analysis rate = 167224.080268 events/seconds. 
Processed 404500 events.  Analysis rate = 26980.358299 events/seconds. 
Processed 405000 events.  Analysis rate = 36374.217954 events/seconds. 
Processed 405500 events.  Analysis rate = 65659.881812 events/seconds. 
Processed 406000 events.  Analysis rate = 26005.096999 events/seconds. 
Processed 406500 events.  Analysis rate = 51387.461459 events/seconds. 
Processed 407000 events.  Analysis rate = 40729.879440 events/seconds. 
Processed 407500 events.  Analysis rate = 26254.988448 events/seconds. 
Processed 408000 events.  Analysis rate = 130072.840791 events/seconds. 
Processed 408500 events.  Analysis rate = 28982.146997 events/seconds. 
Processed 409000 events.  Analysis rate = 33057.851240 events/seconds. 
Processed 409500 events.  Analysis rate = 101378.751014 events/seconds. 
Processed 410000 events.  Analysis rate = 23751.840768 events/seconds. 
Processed 410500 events.  Analysis rate = 54460.298442 events/seconds. 
Processed 411000 events.  Analysis rate = 46193.643755 events/seconds. 
Processed 411500 events.  Analysis rate = 24982.512241 events/seconds. 
Processed 412000 events.  Analysis rate = 93510.379652 events/seconds. 
Processed 412500 events.  Analysis rate = 31472.272928 events/seconds. 
Processed 413000 events.  Analysis rate = 29754.820281 events/seconds. 
Processed 413500 events.  Analysis rate = 108932.461874 events/seconds. 
Processed 414000 events.  Analysis rate = 26195.840101 events/seconds. 
Processed 414500 events.  Analysis rate = 43671.936414 events/seconds. 
Processed 415000 events.  Analysis rate = 47569.213205 events/seconds. 
Processed 415500 events.  Analysis rate = 26219.192449 events/seconds. 
Processed 416000 events.  Analysis rate = 88448.611357 events/seconds. 
Processed 416500 events.  Analysis rate = 32583.903552 events/seconds. 
Processed 417000 events.  Analysis rate = 29566.554314 events/seconds. 
Processed 417500 events.  Analysis rate = 126167.045168 events/seconds. 
Processed 418000 events.  Analysis rate = 24741.451828 events/seconds. 
Processed 418500 events.  Analysis rate = 41604.260276 events/seconds. 
Processed 419000 events.  Analysis rate = 66489.361702 events/seconds. 
Processed 419500 events.  Analysis rate = 23147.076524 events/seconds. 
Processed 420000 events.  Analysis rate = 76994.148445 events/seconds. 
Processed 420500 events.  Analysis rate = 37053.505262 events/seconds. 
Processed 421000 events.  Analysis rate = 26909.208331 events/seconds. 
Processed 421500 events.  Analysis rate = 165234.633179 events/seconds. 
Processed 422000 events.  Analysis rate = 27040.181710 events/seconds. 
Processed 422500 events.  Analysis rate = 35645.540743 events/seconds. 
Processed 423000 events.  Analysis rate = 56831.097977 events/seconds. 
Processed 423500 events.  Analysis rate = 26887.502689 events/seconds. 
Processed 424000 events.  Analysis rate = 55978.504254 events/seconds. 
Processed 424500 events.  Analysis rate = 45085.662759 events/seconds. 
Processed 425000 events.  Analysis rate = 23732.675147 events/seconds. 
Processed 425500 events.  Analysis rate = 166389.351082 events/seconds. 
Processed 426000 events.  Analysis rate = 29396.202011 events/seconds. 
Processed 426500 events.  Analysis rate = 32896.901112 events/seconds. 
Processed 427000 events.  Analysis rate = 81566.068515 events/seconds. 
Processed 427500 events.  Analysis rate = 24617.202501 events/seconds. 
Processed 428000 events.  Analysis rate = 54513.737462 events/seconds. 
Processed 428500 events.  Analysis rate = 42405.224324 events/seconds. 
Processed 429000 events.  Analysis rate = 26232.948583 events/seconds. 
Processed 429500 events.  Analysis rate = 94002.632074 events/seconds. 
Processed 430000 events.  Analysis rate = 30098.723814 events/seconds. 
Processed 430500 events.  Analysis rate = 32123.353678 events/seconds. 
Processed 431000 events.  Analysis rate = 112663.361875 events/seconds. 
